,group
9577,0
9578,0
9579,0
9594,0
9596,0
9598,0
9604,0
9605,0
9614,0
9617,0
9619,0
9620,0
9626,0
9631,0
9632,0
9634,0
9638,0
9641,0
9647,0
9650,0
9652,0
9657,0
9658,0
9659,0
9660,0
9661,0
9662,0
9663,0
9664,0
9665,0
9666,0
9669,0
9670,0
9671,0
9672,0
9673,0
9674,0
9675,0
9676,0
9677,0
9678,0
9679,0
9684,0
9686,0
9687,0
9689,0
9692,0
9695,0
9703,0
9704,0
9713,0
9714,0
9715,0
9716,0
9717,0
9720,0
9721,0
9723,0
9725,0
9726,0
9727,0
9728,0
9729,0
9730,0
9733,0
9734,0
9738,0
9739,0
9741,0
9753,0
9756,0
9770,0
9771,0
9772,0
9773,0
9774,0
9782,0
9785,0
9790,0
9791,0
9796,0
9797,0
9798,0
9801,0
9802,0
9805,0
9809,0
9811,0
9820,0
9825,0
9833,0
9836,0
9837,0
9845,0
9848,0
9851,0
9868,0
9869,0
9872,0
9878,0
9881,0
9888,0
9893,0
9894,0
9896,0
9897,0
9900,0
9905,0
9908,0
9911,0
9915,0
9918,0
9926,0
9934,0
9937,0
9954,0
9961,0
9962,0
9964,0
9967,0
9971,0
9973,0
9977,0
9981,0
9985,0
9989,0
9999,0
10002,0
10015,0
10027,0
10029,0
10034,0
10039,0
10040,0
10043,0
10045,0
10047,0
10048,0
10053,0
10054,0
10055,0
10065,0
10066,0
10073,0
10079,0
10085,0
10086,0
10092,0
10093,0
10094,0
10096,0
10099,0
10100,0
10102,0
10105,0
10106,0
10115,0
10120,0
10123,0
10130,0
10134,0
10136,0
10141,0
10143,0
10145,0
10149,0
10152,0
10154,0
10164,0
10165,0
10169,0
10175,0
10176,0
10180,0
10183,0
10187,0
10190,0
10193,0
10195,0
